CarNumber,Refund,Fines,Make,Model,Year
Y780EE197RUS,2.0,4600.0,Volkswagen,Golf,1987.0
9697MO178RUS,1.0,1000.0,Volkswagen,Golf,2018.0
9939KK197RUS,1.0,1600.0,Ford,Focus,1997.0
T018OX197RUS,2.0,3400.0,Toyota,Corolla,2002.0
7830C8197RUS,1.0,5100.0,Ford,Focus,1990.0
E53677152RUS,2.0,11000.0,Ford,Focus,1982.0
Y164O8161RUS,1.0,800.0,Ford,Focus,1985.0
T6419O50RUS,2.0,27000.0,Ford,Focus,1985.0
X765HY197RUS,2.0,13900.0,Ford,Focus,1983.0
X423MK197RUS,2.0,14300.0,Ford,Focus,1988.0
7826C8197RUS,2.0,3600.0,Ford,Focus,1996.0
E223YM197RUS,2.0,19500.0,Ford,Focus,1981.0
H977HY161RUS,1.0,600.0,Ford,Focus,1983.0
8603T8154RUS,1.0,1500.0,Ford,Focus,2004.0
98047H178RUS,1.0,500.0,Ford,Focus,1984.0
X522OM161RUS,1.0,1500.0,Ford,Focus,1982.0
O136HO197RUS,2.0,7800.0,Toyota,Corolla,1991.0
7089H8163RUS,2.0,4400.0,Toyota,Corolla,1999.0
O718MM163RUS,2.0,8594.5864661654,Ford,Focus,2018.0
7608EE777RUS,1.0,4000.0,Skoda,Octavia,1991.0
T171CC96RUS,1.0,1000.0,Ford,Focus,2017.0
E822TH36RUS,2.0,12900.0,Ford,Focus,2002.0
H115YO163RUS,1.0,2200.0,Ford,Focus,2015.0
7365C8197RUS,1.0,2300.0,Ford,Focus,2018.0
C299K9154RUS,1.0,500.0,Ford,Focus,2015.0
M2169X197RUS,2.0,3100.0,Ford,Focus,2011.0
Y7659C197RUS,2.0,8594.5864661654,Ford,Focus,1990.0
E396MO152RUS,2.0,3000.0,Ford,Focus,2017.0
O22297197RUS,1.0,500.0,Ford,Focus,2001.0
7364C8197RUS,2.0,4500.0,Ford,Focus,2008.0
Y192O8161RUS,2.0,300.0,Ford,Focus,2013.0
H220X836RUS,1.0,7000.0,Ford,Focus,1994.0
T483CT96RUS,1.0,500.0,Ford,Focus,1997.0
X257HE161RUS,1.0,5000.0,Ford,Focus,2012.0
8182XX154RUS,1.0,200.0,Ford,Focus,1981.0
X796TH96RUS,1.0,500.0,Ford,Focus,1992.0
T011MY163RUS,2.0,4000.0,Ford,Focus,2007.0
T341CC96RUS,2.0,1000.0,Volkswagen,Passat,2005.0
T119CT96RUS,1.0,2000.0,Ford,Focus,1997.0
ABC123,1.0,1000.0,Toyota,Camry,
DEF456,2.0,2000.0,Ford,Focus,
GHI789,1.5,1500.0,Honda,Civic,
JKL012,3.0,3000.0,Chevrolet,Malibu,
MNO345,2.5,2500.0,BMW,X5,
